,age,job,marital,education,balance,housing,duration,campaign,approval
2238,26.0,6,1,3,479,2,133.0,3,1
2239,42.0,1,1,2,0,2,328.0,6,1
2240,50.0,9,1,2,1130,2,119.0,2,1
2241,41.0,1,1,1,389,2,87.0,6,1
2242,34.0,0,2,2,10,1,162.0,1,1
2243,32.0,12,1,2,401,2,294.0,2,1
2244,58.0,3,2,3,145,2,128.0,2,1
2245,45.0,9,1,2,115,2,108.0,1,1
2246,28.0,0,2,2,89,2,172.0,2,1
2247,35.0,9,1,2,94,2,208.0,5,1
2248,39.0,7,1,2,1438,2,212.0,2,1
2249,49.0,10,3,3,780,1,148.0,1,1
2250,50.0,4,1,3,207,2,99.0,1,1
2251,37.0,4,1,3,238,1,185.0,1,2
2252,45.0,1,1,1,2433,1,133.0,2,1
2253,30.0,3,2,2,1924,1,170.0,1,1
2254,48.0,10,1,3,-471,2,668.0,7,1
2255,36.0,4,2,3,1531,2,81.0,3,1
2256,41.0,4,2,2,764,1,230.0,2,1
2257,55.0,1,1,2,383,1,287.0,1,1
2258,70.0,5,1,1,3782,1,618.0,1,1
2259,41.0,4,1,3,326,2,788.0,1,2
2260,47.0,7,3,2,691,1,285.0,6,1
2261,34.0,9,2,2,0,1,163.0,2,1
2262,33.0,4,2,3,99,1,159.0,1,1
2263,58.0,5,1,2,502,2,197.0,2,1
2264,51.0,4,1,3,-15,1,212.0,2,1
2265,45.0,4,1,3,1929,2,44.0,15,1
2266,55.0,0,1,2,0,1,180.0,2,1
2267,30.0,1,2,1,185,1,11.0,1,1
2268,33.0,4,2,2,-424,2,863.0,1,1
2269,27.0,7,2,2,0,2,388.0,7,1
2270,59.0,5,1,2,319,2,143.0,3,1
2271,34.0,4,2,3,171,2,191.0,1,1
2272,47.0,9,3,3,-1148,2,62.0,2,1
2273,44.0,1,1,1,-11,2,13.0,1,1
2274,35.0,0,2,2,0,2,1073.0,1,2
2275,45.0,4,1,3,-206,2,337.0,2,1
2276,42.0,1,1,1,704,2,88.0,10,1
2277,38.0,9,1,2,1931,1,167.0,1,1
2278,34.0,9,2,2,943,1,96.0,4,1
2279,35.0,9,1,2,327,2,537.0,3,1
2280,29.0,4,2,2,-105,2,5.0,3,1
2281,58.0,5,1,2,983,1,139.0,1,1
2282,44.0,1,2,1,787,2,570.0,2,1
2283,45.0,2,1,3,0,2,100.0,3,1
2284,43.0,1,1,2,3060,2,253.0,2,1
2285,44.0,7,1,2,5780,2,525.0,2,1
2286,30.0,9,2,2,790,1,696.0,3,1
2287,38.0,10,1,3,1449,1,535.0,6,1
2288,50.0,9,1,2,1412,1,131.0,3,1
2289,21.0,8,2,2,681,1,6.0,1,1
2290,38.0,2,1,3,228,2,105.0,1,1
2291,42.0,0,1,2,0,1,370.0,1,1
2292,45.0,9,2,3,2087,1,29.0,14,1
2293,34.0,2,1,2,2,2,184.0,1,1
2294,48.0,9,1,2,197,1,47.0,2,1
2295,34.0,7,1,2,0,1,193.0,4,1
2296,32.0,1,1,2,1905,2,709.0,2,2
2297,35.0,9,1,3,118,1,358.0,2,1
2298,39.0,2,1,3,2644,2,253.0,1,1
2299,36.0,6,1,3,16430,2,197.0,3,1
2300,35.0,9,1,2,13,1,94.0,2,1
2301,57.0,7,3,2,14,1,445.0,2,1
2302,28.0,9,2,2,769,2,153.0,1,1
2303,43.0,0,1,4,3485,1,113.0,1,1
2304,57.0,4,1,2,139,1,80.0,1,1
2305,34.0,7,3,2,202,2,318.0,1,1
2306,36.0,9,1,3,6,2,100.0,1,1
2307,47.0,4,3,3,2515,1,40.0,3,1
2308,36.0,4,3,3,5195,2,55.0,25,1
2309,33.0,4,1,3,2098,1,67.0,1,1
2310,57.0,4,1,3,320,1,76.0,2,1
2311,57.0,4,1,3,3431,2,73.0,1,1
2312,34.0,0,1,2,50,2,89.0,2,1
2313,51.0,3,3,3,370,2,109.0,3,1
2314,54.0,1,3,1,-182,1,98.0,1,1
2315,52.0,6,2,3,1623,2,21.0,17,1
2316,43.0,2,1,3,13342,2,465.0,1,1
2317,58.0,5,2,1,6570,1,106.0,3,1
2318,53.0,0,1,2,225,2,304.0,1,1
2319,44.0,4,1,2,-665,1,342.0,3,1
2320,29.0,4,2,3,0,1,16.0,25,1
2321,27.0,7,2,2,54,2,543.0,2,2
2322,35.0,1,1,1,46,1,338.0,3,1
2323,40.0,6,1,2,2,1,197.0,5,1
2324,34.0,1,1,2,103,2,956.0,2,1
2325,38.0,0,2,2,883,2,95.0,1,1
2326,32.0,7,1,2,55,2,546.0,9,1
2327,41.0,0,1,2,8238,2,124.0,4,1
2328,25.0,1,2,2,913,2,113.0,4,1
2329,38.0,1,3,2,595,2,245.0,3,1
2330,26.0,9,2,2,7,2,188.0,2,1
2331,37.0,9,2,3,1661,1,199.0,5,1
2332,30.0,4,1,3,102,2,470.0,7,2
2333,36.0,7,1,2,338,1,90.0,1,1
2334,33.0,4,1,2,3132,2,350.0,5,1
2335,33.0,0,2,3,490,2,31.0,1,1
2336,35.0,4,1,3,2682,2,156.0,1,1
2337,24.0,7,1,3,0,2,299.0,1,1
2338,29.0,10,1,2,596,1,510.0,2,1
2339,54.0,1,1,2,2059,2,177.0,4,1
2340,27.0,0,1,2,132,1,123.0,2,1
2341,34.0,4,1,2,0,1,270.0,1,1
2342,39.0,1,1,1,385,2,225.0,4,1
2343,38.0,4,1,3,223,1,63.0,1,1
2344,37.0,4,1,3,0,2,247.0,13,1
2345,26.0,7,2,2,512,2,206.0,5,1
2346,36.0,2,1,3,1169,2,168.0,2,1
2347,35.0,12,2,3,71,2,836.0,12,1
2348,30.0,4,2,3,940,1,131.0,2,1
2349,25.0,9,2,2,-80,2,89.0,1,1
2350,34.0,9,1,2,0,2,116.0,4,1
2351,52.0,11,1,4,1317,1,58.0,1,1
2352,39.0,0,1,2,179,1,36.0,1,1
2353,34.0,4,1,2,1007,2,240.0,2,1
2354,34.0,4,2,2,0,1,132.0,4,1
2355,30.0,7,1,2,1286,2,544.0,1,1
2356,33.0,7,1,2,804,2,266.0,1,1
2357,30.0,8,2,2,4,1,443.0,2,1
2358,51.0,1,1,1,0,2,324.0,1,1
2359,36.0,7,2,2,417,2,15.0,10,1
2360,48.0,1,1,1,1678,1,263.0,2,1
2361,37.0,7,3,2,532,2,199.0,1,1
2362,58.0,4,1,2,407,2,145.0,2,1
2363,56.0,4,3,3,659,1,56.0,1,1
2364,34.0,1,1,2,393,2,11.0,9,1
2365,33.0,0,3,2,661,2,411.0,1,1
2366,26.0,7,2,2,0,1,165.0,23,1
2367,40.0,4,2,4,838,2,619.0,3,1
2368,35.0,7,1,2,195,2,203.0,1,1
2369,45.0,2,1,2,68,2,254.0,1,1
2370,37.0,9,2,2,-242,2,1149.0,6,2
2371,35.0,4,3,3,321,2,189.0,1,1
2372,43.0,7,2,2,3403,2,707.0,2,2
2373,28.0,1,1,2,8,2,196.0,1,1
2374,32.0,1,3,2,739,2,171.0,1,1
2375,26.0,10,2,2,622,1,1451.0,2,2
2376,35.0,7,1,2,152,2,563.0,1,2
2377,35.0,9,2,2,2,1,23956498.0,4,1
2378,39.0,1,1,2,1439,2,73.0,6,1
2379,42.0,1,3,2,1491,2,203.0,2,1
2380,32.0,9,2,2,6402,2,158.0,1,1
2381,30.0,10,1,2,1210,1,100.0,4,1
2382,26.0,4,2,3,122,1,160.0,1,1
2383,30.0,8,2,2,0,2,661.0,1,1
2384,32.0,4,1,3,62,2,166.0,1,1
2385,47.0,7,1,2,3333,2,114.0,2,1
2386,33.0,9,1,3,16992,2,58.0,1,1
2387,57.0,1,1,1,23,2,25.0,8,1
2388,35.0,0,1,2,0,2,121.0,2,1
2389,53.0,9,1,3,6072,1,226.0,4,1
2390,24.0,5,2,2,366,1,234.0,2,1
2391,54.0,4,3,3,0,1,88.0,1,1
2392,31.0,4,1,3,1343,2,85.0,1,1
2393,41.0,2,1,2,2105,2,134.0,1,1
2394,44.0,11,1,2,2319,1,251.0,3,1
2395,35.0,7,2,2,35,2,152.0,1,1
2396,30.0,4,1,3,877,1,202.0,1,1
2397,43.0,1,2,1,30,2,379.0,17,1
2398,51.0,2,1,2,-2082,1,123.0,6,1
2399,60.0,5,1,2,89,1,156.0,2,1
2400,43.0,6,1,2,104,1,332.0,1,1
2401,31.0,4,1,3,1750,2,90.0,3,1
2402,56.0,4,1,1,772,2,291.0,1,1
2403,42.0,9,1,2,1048,2,23.0,2,1
2404,52.0,2,1,1,592,1,122.0,2,1
2405,40.0,9,1,2,0,2,105.0,2,1
2406,36.0,7,1,2,3064,2,1143.0,4,1
2407,40.0,7,1,1,33,1,70.0,3,1
2408,46.0,1,1,2,0,2,264.0,2,1
2409,32.0,0,2,2,1649,1,204.0,2,1
2410,31.0,3,2,3,287,2,182.0,1,1
2411,41.0,9,3,2,0,2,386.0,2,1
2412,58.0,3,1,1,419,1,295.0,3,1
2413,36.0,7,1,2,257,2,86.0,2,1
2414,52.0,9,1,2,118,1,16.0,20,1
2415,42.0,4,1,3,251,1,413.0,2,1
2416,32.0,4,2,3,1731,2,323.0,3,1
2417,62.0,4,1,3,0,1,78.0,3,1
2418,31.0,9,2,3,23,1,121.0,3,1
2419,41.0,1,2,2,-386,1,477.0,1,2
2420,34.0,6,1,3,5498,1,265.0,1,1
2421,44.0,4,2,3,5063,1,418.0,2,2
2422,42.0,1,1,1,7041,2,386.0,4,1
2423,37.0,2,2,2,654,1,594.0,2,1
2424,47.0,4,1,3,1890,1,161.0,1,1
2425,32.0,10,1,2,2400,2,450.0,3,1
2426,46.0,1,1,2,519,2,217.0,6,1
2427,39.0,9,2,3,1190,1,136.0,1,1
2428,28.0,7,2,2,229,2,322.0,1,1
2429,26.0,8,2,2,203,1,104.0,1,1
2430,52.0,9,1,2,1818,1,189.0,2,1
2431,42.0,10,1,2,1289,1,250.0,4,2
2432,33.0,9,3,3,39,1,123.0,5,1
2433,73.0,5,1,1,796,1,427.0,1,2
2434,35.0,0,2,2,57,1,632.0,2,1
2435,40.0,4,1,3,1548,2,101.0,3,1
2436,51.0,9,1,2,117,1,467.0,2,2
2437,37.0,0,2,2,0,2,640.0,2,1
2438,39.0,4,1,3,691,2,517.0,1,1
2439,28.0,1,1,2,64,2,160.0,3,1
2440,49.0,9,3,3,0,2,177.0,3,1
2441,36.0,0,1,2,957,2,206.0,1,1
2442,45.0,9,1,2,118,2,208.0,2,1
2443,29.0,9,2,3,218,2,169.0,1,1
2444,35.0,4,1,2,724,2,287.0,2,2
2445,35.0,3,1,3,20,2,505.0,3,1
2446,30.0,1,1,2,-28,2,284.0,2,1
2447,46.0,1,1,1,665,1,89.0,4,1
2448,25.0,8,2,3,5,1,138.0,1,1
2449,36.0,4,1,3,925,1,321.0,3,2
2450,42.0,1,1,1,2519,2,262.0,4,1
2451,57.0,0,1,2,3927,1,61.0,1,1
2452,42.0,4,3,3,401,2,217.0,9,1
2453,29.0,4,1,3,581,2,192.0,2,1
2454,36.0,9,1,3,1327,1,174.0,2,1
2455,31.0,10,1,2,3242,1,292.0,2,1
2456,59.0,9,1,1,3163,2,240.0,2,1
2457,50.0,10,3,2,32,1,282.0,2,1
2458,47.0,0,1,2,310,2,128.0,6,1
2459,46.0,3,1,1,0,1,161.0,1,1
2460,26.0,1,2,1,155,2,291.0,1,1
2461,31.0,7,2,2,11386,2,356.0,1,1
2462,30.0,7,1,3,1380,2,294.0,2,1
2463,47.0,1,2,4,2443,1,422.0,1,1
2464,23.0,9,2,3,1129,2,806.0,1,2
2465,44.0,10,2,1,4232,1,227.0,1,1
2466,42.0,6,1,2,5564,1,560.0,2,1
2467,32.0,7,2,2,-402,2,135.0,1,1
2468,28.0,0,2,2,1323,2,361.0,1,1
2469,57.0,5,1,1,1623,2,246.0,1,1
2470,38.0,9,1,3,1042,2,419.0,2,1
2471,22.0,8,2,2,2488,1,449.0,2,2
2472,54.0,0,1,2,865,2,71.0,1,1
2473,32.0,9,1,3,-1053,2,357.0,3,1
2474,32.0,4,1,3,1667,2,164.0,2,1
2475,59.0,0,3,2,975,2,263.0,4,1
2476,45.0,9,1,2,2571,1,146.0,2,1
2477,53.0,11,1,1,732,1,759.0,2,2
2478,50.0,0,3,2,769,1,72.0,2,1
2479,34.0,9,1,2,-136,2,131.0,2,1
2480,35.0,0,3,2,3636,1,808.0,2,2
2481,30.0,12,1,3,931,1,1183.0,1,1
2482,62.0,3,1,2,565,1,123.0,3,1
2483,40.0,1,1,2,271,2,483.0,2,1
2484,26.0,6,2,3,1153,1,238.0,3,1
2485,34.0,4,1,3,-73,2,90.0,1,1
2486,50.0,11,1,4,558,1,464.0,1,2
2487,31.0,11,3,3,137,1,385.0,9,1
2488,35.0,9,1,2,700,2,240.0,2,1
2489,55.0,5,1,1,-966,1,104.0,1,1
2490,34.0,0,1,2,96,1,109.0,2,1
2491,58.0,5,1,1,4007,1,598.0,4,1
2492,50.0,4,2,3,567,2,274.0,8,1
2493,31.0,9,2,2,40,1,123.0,2,1
2494,47.0,0,3,2,136,1,70.0,1,1
2495,38.0,6,2,3,917,2,260.0,1,1
2496,46.0,4,2,3,593,2,190.0,3,1
2497,42.0,1,1,1,505,2,521.0,2,1
2498,34.0,1,1,2,2542,2,228.0,1,1
2499,37.0,4,1,3,5355,1,466.0,4,2
2500,38.0,8,2,3,807,1,74.0,2,1
2501,59.0,5,1,2,9976,2,57.0,2,1
2502,32.0,0,1,2,0,1,119.0,3,1
2503,55.0,4,1,3,540,1,124.0,2,1
2504,35.0,1,1,2,280,2,65.0,50,1
2505,56.0,4,3,3,-59,1,127.0,6,1
2506,27.0,0,1,2,-517,2,172.0,3,1
2507,42.0,10,2,2,2613,2,174.0,6,1
2508,42.0,8,1,4,-7,1,41.0,6,1
2509,41.0,1,1,1,0,2,232.0,3,1
2510,53.0,5,3,2,-200,1,161.0,1,1
2511,67.0,5,1,1,2301,1,124.0,1,1
2512,53.0,3,1,1,104,1,701.0,1,2
2513,33.0,1,1,1,191,2,162.0,2,1
2514,31.0,9,2,4,694,2,431.0,2,1
2515,31.0,0,1,2,212,2,191.0,3,1
2516,30.0,4,1,3,1882,2,249.0,5,1
2517,48.0,1,1,4,131,2,189.0,1,1
2518,30.0,9,2,2,175,1,167.0,4,1
2519,43.0,9,2,3,0,1,73.0,4,1
2520,38.0,4,3,3,4425,2,162.0,1,1
2521,46.0,10,1,2,3533,2,235.0,2,1
2522,59.0,1,3,2,3573,1,44.0,1,1
2523,44.0,4,3,3,476,2,127.0,2,1
2524,35.0,1,1,2,1257,2,93.0,3,1
2525,55.0,1,1,4,23,1,143.0,1,1
2526,39.0,4,2,3,0,2,81.0,2,1
2527,36.0,7,2,2,398,2,77.0,2,1
2528,33.0,1,1,2,745,2,115.0,4,1
2529,48.0,4,2,3,8106,1,125.0,1,1
2530,33.0,4,2,3,0,1,53.0,4,1
2531,67.0,5,1,4,696,1,77.0,2,1
2532,48.0,10,3,2,1266,2,45.0,1,1
2533,57.0,4,1,3,2416,1,74.0,2,1
2534,31.0,3,1,1,25,1,169.0,5,1
2535,30.0,8,2,3,7513,1,269.0,2,1
2536,56.0,2,3,1,29,1,52.0,2,1
2537,26.0,1,1,1,5116,2,246.0,3,1
2538,44.0,4,1,2,-1746,2,218.0,1,1
2539,44.0,9,3,2,14,1,167.0,1,2
2540,31.0,4,1,3,4148,2,316.0,3,2
2541,47.0,6,1,4,14,2,142.0,1,1
2542,30.0,0,2,2,105,2,75.0,1,1
2543,37.0,4,1,3,767,1,204.0,1,1
2544,56.0,0,3,1,0,1,542.0,1,1
2545,43.0,4,2,2,-228,2,122.0,2,1
2546,42.0,7,1,2,508,2,70.0,1,1
2547,60.0,4,1,2,725,2,266.0,1,1
2548,34.0,1,1,4,41,2,34.0,9,1
2549,34.0,4,2,3,184,1,203.0,4,1
2550,41.0,4,1,3,251,1,85.0,3,1
2551,38.0,4,3,2,-17,1,11.0,4,1
2552,23.0,7,1,2,-19,2,13.0,10,1
2553,33.0,4,1,3,1064,2,562.0,1,2
2554,36.0,1,1,2,777,2,185.0,3,1
2555,49.0,10,1,3,377,1,158.0,1,1
2556,34.0,0,3,2,479,2,515.0,1,2
2557,40.0,9,3,2,-375,2,60.0,5,1
2558,72.0,5,1,1,796,1,173.0,2,1
2559,43.0,9,1,2,17,2,353.0,4,1
2560,44.0,1,1,2,1071,2,143.0,3,1
2561,35.0,0,1,2,0,2,18.0,5,1
2562,46.0,0,3,2,7378,1,466.0,1,1
2563,55.0,0,1,2,865,2,85.0,1,1
2564,50.0,9,3,2,-701,2,148.0,1,1
2565,23.0,1,2,4,817,2,123.0,1,1
2566,34.0,8,1,4,1387,1,121.0,1,1
2567,40.0,1,1,2,0,2,245.0,3,1
2568,61.0,5,1,2,2917,1,215.0,1,2
2569,53.0,9,1,2,4541,2,190.0,6,1
2570,57.0,9,1,2,0,1,44.0,1,1
2571,28.0,1,1,2,4287,1,171.0,1,1
2572,25.0,0,1,2,242,2,62.0,12,1
2573,38.0,1,1,2,171,2,172.0,1,1
2574,27.0,7,2,2,259,2,78.0,10,1
2575,45.0,1,1,2,827,2,319.0,5,1
2576,31.0,7,2,2,469,1,111.0,1,1
2577,39.0,1,1,1,2226,2,158.0,1,1
2578,42.0,9,1,2,0,1,82.0,12,1
2579,46.0,4,1,3,477,2,128.0,6,1
2580,36.0,7,1,2,42,2,102.0,4,1
2581,30.0,4,2,3,775,2,124.0,2,1
2582,32.0,1,1,2,9,2,334.0,2,1
2583,52.0,9,1,3,2557,1,134.0,5,2
2584,31.0,4,1,3,2395,1,218.0,1,1
2585,60.0,4,1,1,4895,1,313.0,1,1
2586,35.0,1,2,2,376,2,207.0,3,1
2587,38.0,4,1,3,389,2,262.0,1,1
2588,46.0,4,3,3,134,1,134.0,2,1
2589,45.0,2,3,3,1273,2,197.0,3,1
2590,59.0,7,1,2,0,2,214.0,3,1
2591,34.0,4,1,3,2892,2,1165.0,7,1
2592,33.0,9,3,2,0,2,177.0,2,1
2593,46.0,4,2,2,295,2,141.0,6,1
2594,48.0,0,1,2,292,2,164.0,6,1
2595,31.0,7,2,2,85,1,151.0,1,1
2596,32.0,9,1,2,4,1,145.0,2,1
2597,35.0,1,3,1,-587,2,111.0,1,1
2598,36.0,1,2,1,367,1,217.0,1,1
2599,52.0,4,1,3,-1224,2,253.0,4,1
2600,45.0,4,3,3,959,1,74.0,1,1
2601,34.0,4,1,3,0,1,263.0,2,1
2602,25.0,1,1,1,-589,2,233.0,1,1
2603,26.0,4,2,3,-8,1,402.0,2,1
2604,57.0,4,1,4,0,1,585.0,1,1
2605,48.0,4,1,1,247,2,145.0,1,1
2606,48.0,9,1,4,5543,1,143.0,5,1
2607,32.0,1,1,1,642,1,524.0,1,1
2608,58.0,5,1,2,11,1,270.0,1,1
2609,57.0,4,1,1,-226,2,272.0,1,1
2610,31.0,2,1,3,5191,1,187.0,2,1
2611,33.0,1,2,2,-320,1,268.0,2,1
2612,53.0,2,1,3,2289,2,183.0,1,1
2613,36.0,0,1,2,725,2,123.0,3,1
2614,32.0,9,2,3,705,2,20.0,4,1
2615,45.0,1,1,2,776,2,232.0,4,1
2616,35.0,10,1,3,816,2,547.0,7,1
2617,41.0,7,1,2,171,1,71.0,9,1
2618,54.0,7,1,2,812,1,113.0,6,1
2619,49.0,7,1,2,823,1,780.0,4,2
2620,28.0,9,2,2,1453,2,246.0,1,1
2621,24.0,1,2,4,431,2,108.0,12,1
2622,30.0,0,2,2,1009,2,253.0,1,1
2623,32.0,6,1,1,286,2,175.0,1,1
2624,53.0,2,1,3,22370,2,106.0,1,1
2625,42.0,1,1,1,2111,2,86.0,2,1
2626,48.0,1,1,1,5366,2,248.0,3,1
2627,33.0,9,1,2,181,2,265.0,2,1
2628,31.0,1,3,2,-452,2,182.0,5,1
2629,56.0,10,3,1,1770,1,916.0,3,1
2630,58.0,5,1,1,0,1,506.0,1,1
2631,37.0,0,2,2,-296,2,81.0,1,1
2632,59.0,4,1,1,2358,2,30.0,1,1
2633,50.0,4,2,3,1200,1,904.0,3,2
2634,39.0,3,2,1,109,2,699.0,3,1
2635,30.0,9,1,2,616,2,19.0,1,1
2636,47.0,7,3,2,4906,2,389.0,1,1
2637,44.0,6,1,2,313,1,211.0,4,1
2638,38.0,1,1,1,290,2,283.0,1,1
2639,50.0,4,1,3,1240,1,474.0,2,1
2640,27.0,0,2,3,3672,2,157.0,2,1
2641,73.0,5,1,2,19,1,509.0,2,1
2642,46.0,1,1,1,143,2,279.0,1,1
2643,56.0,5,3,2,212,1,27.0,1,1
2644,36.0,4,1,3,9,1,386.0,4,2
2645,33.0,1,1,1,3074,1,679.0,1,1
2646,40.0,12,1,3,1734,2,169.0,1,1
2647,52.0,4,1,3,575,1,315.0,1,1
2648,51.0,1,1,2,397,2,293.0,2,1
2649,33.0,1,1,2,640,2,439.0,3,1
2650,54.0,7,1,2,158,2,198.0,1,1
2651,44.0,4,1,2,2984,2,770.0,2,1
2652,50.0,2,1,2,1011,2,340.0,2,1
2653,45.0,1,2,2,0,2,1472.0,1,2
2654,36.0,4,1,3,1133,2,293.0,1,2
2655,42.0,9,1,2,4945,2,311.0,2,2
2656,37.0,9,1,2,712,2,291.0,2,1
2657,28.0,7,2,2,-427,2,965.0,2,1
2658,56.0,0,1,2,2146,1,594.0,1,1
2659,59.0,0,1,2,92,2,139.0,2,1
2660,32.0,10,1,2,10,2,501.0,4,1
2661,57.0,5,1,1,1238,2,274.0,1,1
2662,49.0,0,2,2,981,2,10.0,3,1
2663,56.0,2,1,4,575,1,18.0,2,1
2664,48.0,0,3,4,-70,1,243.0,1,1
2665,27.0,8,2,3,3733,2,198.0,1,2
2666,31.0,4,2,3,574,2,410.0,2,1
2667,28.0,1,2,2,43,1,190.0,1,1
2668,36.0,4,1,3,428,1,121.0,1,1
2669,58.0,3,1,1,0,2,148.0,1,1
2670,46.0,0,1,2,0,2,239.0,2,1
2671,32.0,4,2,3,474,2,90.0,3,1
2672,39.0,7,1,2,-540,1,29.0,1,1
2673,35.0,6,1,3,560,2,58.0,1,1
2674,31.0,4,1,3,325,2,1139.0,2,2
2675,29.0,4,2,3,437,1,504.0,1,2
2676,48.0,1,1,1,574,1,348.0,1,1
2677,60.0,5,1,1,0,1,130.0,3,1
2678,74.0,5,1,2,935,1,100.0,1,1
2679,30.0,7,1,2,699,2,544.0,1,1
2680,52.0,0,2,1,0,1,182.0,11,1
2681,24.0,1,1,2,-220,2,90.0,1,1
2682,29.0,7,1,2,11417,2,272.0,2,1
2683,33.0,3,1,1,212,2,260.0,2,1
2684,34.0,1,1,2,67,2,672.0,3,1
2685,45.0,0,3,2,0,1,264.0,1,2
2686,31.0,1,1,2,0,1,275.0,2,1
2687,45.0,9,1,2,1673,1,76.0,1,1
2688,27.0,7,1,2,-1202,2,749.0,2,1
2689,30.0,4,2,3,4213,1,142.0,4,1
2690,45.0,1,1,1,0,1,454.0,2,1
2691,57.0,1,1,2,1521,2,102.0,2,1
2692,34.0,4,1,3,1310,1,521.0,3,1
2693,40.0,0,1,2,0,2,57.0,1,1
2694,39.0,4,1,3,399,1,504.0,1,1
2695,46.0,9,1,3,405,1,138.0,3,1
2696,55.0,4,3,3,9756,2,103.0,2,2
2697,25.0,4,2,3,2506,1,485.0,1,2
2698,34.0,4,1,3,697,1,166.0,1,1
2699,37.0,1,1,1,403,2,318.0,2,1
2700,64.0,5,3,3,890,1,531.0,3,1
2701,45.0,9,3,2,809,2,155.0,2,1
2702,57.0,3,1,2,158,2,73.0,1,1
2703,21.0,8,2,4,137,2,198.0,3,1
2704,58.0,3,1,2,2705,1,137.0,1,1
2705,41.0,1,2,2,75,2,479.0,9,2
2706,41.0,4,1,4,2457,2,285.0,1,1
2707,58.0,4,1,3,541,2,98.0,1,1
2708,33.0,4,1,3,287,2,199.0,2,1
2709,32.0,4,1,3,273,2,97.0,3,1
2710,44.0,7,3,2,0,2,389.0,5,1
2711,47.0,11,1,4,677,1,384.0,1,1
2712,41.0,6,1,1,340,1,37.0,3,1
2713,54.0,9,1,3,98,1,420.0,4,1
2714,47.0,9,3,3,477,2,973.0,1,1
2715,32.0,4,2,3,2629,1,77.0,4,1
2716,59.0,3,1,3,0,1,376.0,2,1
2717,29.0,9,2,3,2325,1,125.0,1,2
2718,48.0,7,1,2,-20,1,142.0,2,1
2719,32.0,9,2,2,230,2,442.0,1,2
2720,46.0,4,3,2,-852,1,728.0,2,1
2721,31.0,1,2,1,-280,1,281.0,3,1
2722,53.0,1,1,2,25,1,528.0,2,2
2723,34.0,9,2,3,9851,2,128.0,5,1
2724,48.0,7,2,4,5095,2,71.0,1,1
2725,32.0,9,1,2,687,1,161.0,4,1
2726,31.0,4,1,2,1368,2,129.0,4,1
2727,27.0,1,2,1,-179,2,54.0,2,1
2728,60.0,0,1,2,-396,2,443.0,1,1
2729,34.0,1,2,3,1011,2,136.0,1,1
2730,52.0,6,1,2,9,1,44.0,1,1
2731,48.0,1,1,2,1159,2,1181.0,9,1
2732,45.0,9,1,1,-322,1,225.0,2,1
2733,54.0,9,3,2,1114,2,81.0,1,1
2734,52.0,7,1,2,2072,1,224.0,1,1
2735,47.0,2,1,3,459,2,189.0,4,1
2736,54.0,11,1,2,1157,1,98.0,2,1
2737,34.0,1,1,2,8309,2,50.0,1,1
2738,39.0,9,2,3,1043,1,195.0,10,1
2739,46.0,9,1,2,2098,1,110.0,2,1
2740,26.0,10,2,2,461,1,214.0,1,1
2741,37.0,9,2,2,61,2,182.0,8,1
2742,47.0,1,1,2,1203,2,239.0,2,1
2743,35.0,9,1,2,1067,1,179.0,6,1
2744,57.0,10,1,1,0,1,540.0,1,1
2745,34.0,4,1,3,1657,2,566.0,2,1
2746,47.0,9,1,2,1219,1,697.0,4,2
2747,27.0,9,1,2,7,2,98.0,2,1
2748,40.0,1,1,2,-839,2,1018.0,2,2
2749,39.0,9,1,2,994,1,221.0,1,1
2750,36.0,2,1,3,6,1,246.0,1,1
2751,42.0,9,2,2,0,1,656.0,2,1
2752,23.0,1,2,1,8627,2,281.0,1,1
2753,34.0,4,1,3,133,2,65.0,1,1
2754,34.0,1,1,2,247,2,193.0,5,1
2755,49.0,7,1,2,1114,1,283.0,1,1
2756,57.0,1,1,1,1592,1,78.0,4,1
2757,59.0,5,1,4,0,1,425.0,6,1
2758,57.0,0,1,3,46,1,238.0,2,1
2759,34.0,1,1,2,1221,2,182.0,1,1
2760,61.0,4,1,2,985,1,998.0,6,2
2761,35.0,1,3,2,0,2,477.0,1,1
2762,42.0,4,1,3,520,1,158.0,1,1
2763,57.0,7,1,3,10,1,320.0,3,1
2764,42.0,1,1,2,2157,2,149.0,1,1
2765,53.0,5,1,2,6095,2,410.0,5,1
2766,63.0,5,1,3,133,2,104.0,2,1
2767,47.0,6,1,2,1121,1,454.0,6,1
2768,54.0,7,1,2,88,2,190.0,1,1
2769,45.0,0,1,2,0,1,145.0,10,1
2770,28.0,4,2,3,-328,2,318.0,2,1
2771,58.0,10,1,2,610,2,246.0,2,1
2772,48.0,4,2,3,414,1,761.0,2,1
2773,35.0,4,3,3,0,2,171.0,1,2
2774,37.0,6,1,3,0,1,143.0,1,1
2775,37.0,1,1,2,685,2,968.0,1,1
2776,37.0,4,1,1,22856,1,154.0,1,1
2777,25.0,7,2,2,-352,1,246.0,1,1
2778,58.0,1,1,2,602,2,201.0,1,1
2779,52.0,4,1,2,-588,2,81.0,4,1
2780,19.0,8,2,2,302,1,205.0,1,2
2781,59.0,1,1,2,5314,2,200.0,3,1
2782,41.0,9,1,2,64,2,210.0,2,1
2783,34.0,9,2,3,632,1,215.0,10,1
2784,35.0,9,2,2,5731,2,164.0,2,1
2785,41.0,9,1,2,902,1,35.0,6,1
2786,28.0,1,2,2,6307,2,615.0,1,1
